restaurant_name,city,area,rating,cost_for_two,cuisine,discount,book_table,walkin_available
Seville's,Dubai,"Pyramids At Wafi, Umm Hurair",4.8,AED350 for two,"Spanish, Tapas",Flat 50% + 25% with Bank Offers,False,False
Mann Marzi,Dubai,Raffles Dubai,4.0,AED600 for two,Indian,Flat 20% + 25% with Bank Offers,False,False
Dencio's,Dubai,"Asiana Grand Hotel, Al Muraqqabat, Dubai",5.0,AED110 for two,Filipino,Flat 10% + 25% with Bank Offers,False,False
TGI Friday's The Dubai Mall,Dubai,"Dubai Mall, Downtown Dubai",5.0,AED100 for two,American,Flat 25% + 25% with Bank Offers,False,False
88 Hongkong,Dubai,Golden Tulip Al Barsha Dubai,5.0,AED200 for two,"Chinese, Korean",Flat 15% + 25% with Bank Offers,False,False
Haveli Lounge & Cafe,Dubai,"Sheikh Zayed Road, Dubai",5.0,AED150 for two,"Chinese, Indonesian",Flat 15% + 25% with Bank Offers,False,False
Kobe Sizzler,Dubai,"Al Karama, Dubai",5.0,AED100 for two,Sizzlers,Flat 30% + 25% with Bank Offers,False,False
WAWA Dining,Dubai,Golden Tulip Al Barsha Dubai,4.0,AED320 for two,"Japanese, Korean",Flat 30% + 25% with Bank Offers,False,False
Punjab Grill Anantara Dubai Downtown,Dubai,Anantara Downtown Dubai Hotel,4.8,AED400 for two,Indian,50% off,False,False
Bisou Restaurant,Dubai,"Sheikh Mohammed bin Rashid Blvd, Dubai",4.0,AED500 for two,French,Flat 25% + 25% with Bank Offers,False,False
Tanatan,Dubai,"Ramee Dream Hotel Downtown, Dubai",5.0,AED180 for two,Indian,25% Off :Payeazy,False,False
Bambooda,Dubai,Mövenpick Grand Al Bustan Dubai,5.0,AED80 for two,Thai,25% Off :Payeazy,False,False
Bombay Bungalow,Dubai,"The Walk, Jumeirah Beach Residence",3.3,AED275 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
Cosmic Kitchen,Dubai,"Courtyard by Marriott, Dubai World Trade Centre",4.0,AED150 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Zahr El Laymoun Alasly,Dubai,"Souk Al Bahar, Downtown Dubai",4.0,AED250 for two,Lebanese,1+1 + 25% Off,False,False
Atrangi By Ritu Dalmia,Dubai,"Al Qasr, Madinat Jumeirah",5.0,AED550 for two,Indian,Flat 10% + 25% with Bank Offers,False,False
Kanpai Restaurant & Lounge,Dubai,"Souk Al Bahar, Downtown Dubai",4.4,AED480 for two,"Asian, Fusion, Japanese",25% Off :Payeazy,False,False
Freddy's,Dubai,Fortune Atrium Hotel,4.0,AED130 for two,"Chinese, Finger Food",50% off,False,False
India Palace,Dubai,"Jumeirah Beach Residence (JBR), New Dubai",5.0,AED180 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
Desi Dhaba,Dubai,Fortune Atrium Hotel,3.8,AED150 for two,North Indian,Flat 10% + 25% with Bank Offers,False,False
Fat Frog,Dubai,"Wescott Hotel, Dubai",4.0,AED120 for two,"Chinese, Indian, Continental",Flat 25% + 25% with Bank Offers,False,False
Shooterz,Dubai,"Wescott Hotel, Dubai",4.0,AED110 for two,"Continental, Indian, Chinese",Flat 25% + 25% with Bank Offers,False,False
"TGI Friday's, Rove Downtown Hotel",Dubai,Rove Downtown Dubai,4.0,AED100 for two,American,Flat 25% + 25% with Bank Offers,False,False
Da Gama,Dubai,"Century Village, Garhoud",4.6,AED250 for two,"Portuguese, Mexican",Flat 15% + 25% with Bank Offers,False,False
Vintage,Dubai,"Pyramids At Wafi, Umm Hurair",4.0,AED200 for two,Finger Food,Flat 50% + 25% with Bank Offers,False,False
Rasa,Dubai,Fortune Atrium Hotel,4.0,AED120 for two,Kerala,Flat 20% + 25% with Bank Offers,False,False
Nine Squares,Dubai,"International City, Outer Dubai",4.0,AED250 for two,Chinese,50% off,False,False
Shabestan,Dubai,Radisson Blu Hotel Dubai Deira Creek,4.8,AED350 for two,Persian,25% Off :Payeazy,False,False
Daftar,Dubai,"DIFC, Financial Center",4.0,AED100 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
Indikaya,Dubai,"Shangri La Hotel, Dubai",4.0,AED250 for two,"Modern Indian, Tapas",Flat 25% + 25% with Bank Offers,False,False
Punjabi Dhaba,Dubai,"BurJuman Centre, Khalid Bin Al Waleed",5.0,AED80 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Kailash Parbat,Dubai,"Umm Hurair 1, Bur Dubai",5.0,AED120 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Pizzaexpress,Dubai,DoubleTree by Hilton Dubai - Business Bay,4.9,AED250 for two,Italian,Flat 10% + 25% with Bank Offers,False,False
Stories Lounge and Bar,Dubai,"Al Fahidi, Dubai",4.0,AED150 for two,"Chinese, Indian",Flat 25% + 25% with Bank Offers,False,False
Mu-Kii Pan Asian Tapas,Dubai,"Jumeirah Beach Residence (JBR), New Dubai",5.0,AED360 for two,Pan Asian,Flat 30% + 25% with Bank Offers,False,False
Pepper Town,Kolkata,"Sector 1, Salt Lake",4.2,₹1200 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Loafer's Cafe,Kolkata,"Sector 1, Salt Lake",4.1,₹500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Calcutta Bakery Cafe,Kolkata,"Sector 1, Salt Lake",4.0,₹1200 for two,European,Flat 15% + 25% with Bank Offers,False,False
Gondhoraj,Kolkata,"Sector 1, Salt Lake",4.7,₹1000 for two,Bengali,Flat 15% + 25% with Bank Offers,False,False
Yarana Supper Club,Kolkata,"Sector 1, Salt Lake",4.8,₹2000 for two,"Cocktail Menu, Multicuisine",Flat 10% + 25% with Bank Offers,False,False
Port -15,Kolkata,"Bidhannagar, Kolkata",5.0,₹1000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Kouzina Mining Co.,Kolkata,"Sector 1, Salt Lake",4.4,₹1200 for two,"oriental, North Indian",Flat 25% + 25% with Bank Offers,False,False
Cafe Proof,Kolkata,"Bidhannagar, Kolkata",4.0,₹800 for two,Multicuisine,25% Off :Payeazy,False,False
New Labong Cafe and Steakhouse,Kolkata,"Bidhannagar, Kolkata",5.0,₹900 for two,"Steakhouse, Continental",Flat 15% + 25% with Bank Offers,False,False
Cafe Florista,Kolkata,"Sector 1, Salt Lake",5.0,₹1400 for two,Multicuisine,25% Off :Payeazy,False,False
Momo I Am,Kolkata,"Sector 1, Salt Lake",4.9,₹1000 for two,"Chinese, Thai, Asian",25% Off :Payeazy,False,False
Twisty,Kolkata,"Bidhannagar, Kolkata",4.0,₹400 for two,Cafe,Flat 10% + 25% with Bank Offers,False,False
Calcutta 64,Kolkata,"Sector 1, Salt Lake",4.2,₹950 for two,Cafe,25% Off :Payeazy,False,False
Korean Grill by Momo I Am,Kolkata,"Sector 5, Salt Lake",3.5,₹2800 for two,"Korean, Barbeque",25% Off :Payeazy,False,False
Friday Release,Kolkata,"Sector 1, Salt Lake",4.3,₹1000 for two,"Cocktail Menu, Multicuisine",Flat 30% + 25% with Bank Offers,False,False
Sky View Cafe,Kolkata,"De Sovrani, Kolkata",3.6,₹800 for two,"Cocktail Menu, Multicuisine",Flat 25% + 25% with Bank Offers,False,False
Que Pasa,Kolkata,"Sector 1, Salt Lake",4.5,₹900 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Craft Coffee,Kolkata,"City Centre 1, Sector 1, Salt Lake",5.0,₹800 for two,Coffee,Flat 10% + 25% with Bank Offers,False,False
Shorshe,Kolkata,"Sector 1, Salt Lake",4.0,₹700 for two,"Indian, Continental",Flat 25% + 25% with Bank Offers,False,False
Ambrosia Restaurant & Bar,Kolkata,"Sector 1, Salt Lake",4.3,₹900 for two,"Multicuisine, Cocktail Menu",Flat 30% + 25% with Bank Offers,False,False
Orko'ss Restaurant & Lounge Bar,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.4,₹1200 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Plush 28,Kolkata,"Sector 1, Salt Lake",4.5,₹800 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Mintelaa,Kolkata,"Sector 1, Salt Lake",4.7,₹1000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Noir Glass House,Kolkata,"Golden Tulip, Kolkata",4.0,₹1000 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Canteen Pub and Grub,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.3,₹1200 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Afraa Lounge & Restaurant,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.0,₹1800 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Calcutta Retro,Kolkata,"Sector 1, Salt Lake",4.0,₹1500 for two,"Bengali, North Indian",Flat 20% + 25% with Bank Offers,False,False
Kouzina Marine,Kolkata,"Sector 1, Salt Lake",4.2,₹1000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Oudh 1590,Kolkata,"Sector 1, Salt Lake",4.1,₹1200 for two,"Awadhi, Mughlai",Flat 10% + 25% with Bank Offers,False,False
Fly Kouzina,Kolkata,"Sector 1, Salt Lake",4.3,₹1000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Anti Pasti,Kolkata,"Golden Tulip, Kolkata",4.1,₹1200 for two,Continental,Flat 35% + 25% with Bank Offers,False,False
Sonar Tori,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.5,₹1200 for two,Bengali,Flat 10% + 25% with Bank Offers,False,False
Uddta Punjab,Kolkata,"Sector 1, Salt Lake",4.0,₹800 for two,"Italian, Pizza, Continental",Flat 30% + 25% with Bank Offers,False,False
Burger Factory,Kolkata,"Sector 1, Salt Lake",4.0,₹800 for two,European,Flat 30% + 25% with Bank Offers,False,False
Zaairah,Kolkata,"Sector 1, Salt Lake",2.7,₹1000 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Aura,Kolkata,"The Sonnet, Kolkata",4.2,₹1400 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Don Giovanni's,Kolkata,"Sector 1, Salt Lake",3.0,₹1000 for two,Continental,Flat 30% + 25% with Bank Offers,False,False
Aqua Java,Kolkata,"Sector 2, Salt Lake",4.0,₹1000 for two,"North Indian, Continental",Flat 10% + 25% with Bank Offers,False,False
"The Orient, Salt Lake",Kolkata,"Sector 1, Salt Lake",4.4,₹1200 for two,Asian,Flat 10% + 25% with Bank Offers,False,False
Chef & Mixologist,Kolkata,"Lake Town, Kolkata",4.0,₹1200 for two,"Cafe, European, Pan Asian",Flat 20% + 25% with Bank Offers,False,False
Kung pao,Kolkata,"Sector 1, Salt Lake",2.2,₹900 for two,"Pizza, Continental",Flat 30% + 25% with Bank Offers,False,False
Panasa,Kolkata,"Sector 1, Salt Lake",5.0,₹800 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Noir The Sky Lounge,Kolkata,"Golden Tulip, Kolkata",4.3,₹800 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Haka,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.2,₹800 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Chili's American Grill & Bar,Kolkata,"City Centre 1, Sector 1, Salt Lake",4.0,₹1200 for two,"Mexican, Tex-Mex",25% Off :Payeazy,False,False
Gujraj Veg Restaurant,Chennai,"Hotel AK International, Chennai",4.7,₹800 for two,North Indian,Flat 30% + 25% with Bank Offers,False,False
North Indian And Bengali Pearl Restaurant,Chennai,"Periamet, Chennai",4.0,₹500 for two,"Indian, Chinese",Flat 25% + 25% with Bank Offers,False,False
Wow! Momo,Chennai,"Ekkaduthangal, Chennai",4.0,₹400 for two,Momos,Flat 15% + 25% with Bank Offers,False,False
Message In A Bottle,Chennai,"Fortel, Chennai",4.2,₹1200 for two,Finger Food,Flat 25% + 25% with Bank Offers,False,False
Enoki,Chennai,"Egmore, Chennai",5.0,₹1000 for two,Pan Asian,Flat 15% + 25% with Bank Offers,False,False
The Madras Taproom,Chennai,"Egmore, Chennai",2.7,₹1000 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Chilli Malli,Chennai,"Fortel, Chennai",4.0,₹1000 for two,South Indian,Flat 10% + 25% with Bank Offers,False,False
Symphony,Chennai,Ramada Chennai Egmore,4.0,₹4000 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Waves Bar & Lounge,Chennai,Ramada Chennai Egmore,3.7,₹1950 for two,"Finger Food, Cocktail Menu",Flat 10% + 25% with Bank Offers,False,False
Board Walk,Chennai,Ramada Chennai Egmore,3.9,₹1200 for two,Multicuisine,Flat 35% + 25% with Bank Offers,False,False
You Mee,Chennai,"Express Avenue Mall, Royapettah",4.7,₹1500 for two,Pan Asian,Flat 20% + 25% with Bank Offers,False,False
Punjab Grill,Chennai,"Express Avenue Mall, Royapettah",4.4,₹1800 for two,North Indian,Flat 20% + 25% with Bank Offers,False,False
City Diners,Chennai,"Hotel City Tower, Chennai",4.0,₹500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Cafe Stop,Chennai,Ramada Chennai Egmore,4.0,₹700 for two,"Cafe, Fast Food",Flat 10% + 25% with Bank Offers,False,False
Marina Sands,Chennai,Ramada Chennai Egmore,3.5,₹1200 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Cafe Noci,Chennai,"Royapettah, Chennai",5.0,₹1400 for two,"Multicuisine, Continental",Flat 30% + 25% with Bank Offers,False,False
Oasis,Chennai,"Radisson Blu, Egmore",4.0,₹2500 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
The Great Kabab Factory,Chennai,"Radisson Blu, Egmore",4.5,₹3000 for two,North Indian,Flat 25% + 25% with Bank Offers,False,False
Jonah's Bistro,Chennai,"Express Avenue Mall, Royapettah",4.4,₹1000 for two,European,Flat 25% + 25% with Bank Offers,False,False
The Scallion,Chennai,Ramada Plaza Chennai,4.3,₹2500 for two,Pan Asian,Flat 50% + 25% with Bank Offers,False,False
Sin & Tonic,Chennai,"T. Nagar, Chennai",3.9,₹1500 for two,Finger Food,Flat 30% + 25% with Bank Offers,False,False
Noci Adante,Chennai,"Royapettah, Chennai",4.0,₹1500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Shadows,Chennai,"Hotel Abu Palace, Chennai",4.0,₹1500 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Mirchi Express,Chennai,"Marina Inn, Chennai",4.3,₹800 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
Hard Rock Cafe,Chennai,"Nungambakkam, Chennai",4.5,₹1500 for two,"American, Cocktail Menu, Burgers",Flat 20% + 25% with Bank Offers,False,False
The Society Restaurant,Chennai,"Ambassador Pallava, Chennai",4.0,₹1500 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
SOS - Same Old Story,Chennai,"Thousand Lights, Chennai",4.2,₹1600 for two,"Cocktail Menu, oriental",Flat 50% + 25% with Bank Offers,False,False
Brew Bites,Chennai,"Vestin Park, Chennai",4.2,₹550 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Garrison,Chennai,"The Kings Hotel, Chennai",4.6,₹2000 for two,Finger Food,Flat 30% + 25% with Bank Offers,False,False
Bombay Brasserie,Chennai,"Nungambakkam, Chennai",4.4,₹1500 for two,Indian,Flat 15% + 25% with Bank Offers,False,False
R&G,Chennai,"Green Park Hotel, Chennai",3.9,₹2000 for two,Multicuisine,Flat 35% + 25% with Bank Offers,False,False
Darbar,Chennai,"Alsa Mall, Egmore",4.3,₹750 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
HOB Club & Lounge,Chennai,"The Kings Park Grand, Chennai",3.0,₹1000 for two,Finger Food,Flat 40% + 25% with Bank Offers,False,False
The Reef,Chennai,Sheraton Grand Chennai Resort & Spa,4.4,₹3200 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
Café Manana,Chennai,"Anna Nagar East, Chennai",4.4,₹1300 for two,Multicuisine,25% Off :Payeazy,False,False
Canvas,Chennai,"Raja Annamalai Puram, Chennai",4.0,₹1600 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Yazhee World,Chennai,"Porur, Chennai",4.2,₹800 for two,"Biryani, Indian",Flat 25% + 25% with Bank Offers,False,False
Goldman's Steakhouse,Chennai,"Nungambakkam, Chennai",2.9,₹1400 for two,American,Flat 10% + 25% with Bank Offers,False,False
Tamizh Koodam Mess,Chennai,"Mylapore, Chennai",4.0,₹1000 for two,South Indian,Flat 15% + 25% with Bank Offers,False,False
Fasta Pizza,Chennai,"Kattupakkam, Chennai",5.0,₹400 for two,Pizza,Flat 50% + 25% with Bank Offers,False,False
Babal Da Punjabi Dhaba,Chennai,"Egmore, Chennai",5.0,₹1200 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Colony,Chennai,"The Raintree, St. Mary’s Road",4.1,₹2500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Fuel Juice And Pasta Bar,Chennai,"Kilpauk, Chennai",4.5,₹400 for two,"Fast Food, Beverages",Flat 20% + 25% with Bank Offers,False,False
Woodlands Drive-in,Chennai,"Arumbakkam, Chennai",4.6,₹1000 for two,South Indian,Flat 10% + 25% with Bank Offers,False,False
Coal Barbecues,Chennai,"T. Nagar, Chennai",3.8,₹2000 for two,"Multicuisine, Barbeque",Flat 10% + 25% with Bank Offers,False,False
The Bun-Wigi,Hyderabad,"Banjara Hills, Hyderabad",4.0,₹800 for two,"European, Pan Asian, Continental",50% off,False,False
Exotica,Hyderabad,"Banjara Hills, Hyderabad",4.3,₹1500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Fuel Cafe,Hyderabad,"Banjara Hills, Hyderabad",4.0,₹800 for two,Cafe,Flat 15% + 25% with Bank Offers,False,False
7 Sisters,Hyderabad,"Banjara Hills, Hyderabad",4.4,₹700 for two,North Eastern,Flat 15% + 25% with Bank Offers,False,False
Habitat Cafe,Hyderabad,"Banjara Hills, Hyderabad",4.7,₹1200 for two,Multicuisine,Flat 30% + 25% with Bank Offers,False,False
A'La Liberty,Hyderabad,"Banjara Hills, Hyderabad",4.3,₹1300 for two,"Indian, European",Flat 10% + 25% with Bank Offers,False,False
Hummus House,Hyderabad,"Road No. 12, Banjara Hills, Hyderabad",4.8,₹1100 for two,Mediterranean,Flat 15% + 25% with Bank Offers,False,False
Hibacci,Hyderabad,"Banjara Hills, Hyderabad",4.4,₹1250 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Imli Sarai,Hyderabad,"Banjara Hills, Hyderabad",3.0,₹1800 for two,European,Flat 15% + 25% with Bank Offers,False,False
Mazuri Cafe,Hyderabad,"Banjara Hills, Hyderabad",4.0,₹1000 for two,"European, Multicuisine",50% off,False,False
Chill and Terrace,Hyderabad,"Radisson Blu Plaza Hotel, Hyderabad",3.9,₹1500 for two,"Indian, European",Flat 10% + 25% with Bank Offers,False,False
Namchi - Fusion Of Taste Buds,Hyderabad,"Banjara Hills, Hyderabad",4.4,₹1000 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
Vasaara,Hyderabad,"Banjara Hills, Hyderabad",4.0,₹1000 for two,"European, South Indian",Flat 10% + 25% with Bank Offers,False,False
Bar 41,Hyderabad,"Radisson Blu Plaza Hotel, Hyderabad",4.5,₹2000 for two,"Finger Food, Cocktail Menu",Flat 30% + 25% with Bank Offers,False,False
The Dining Room-Buffet-Park Hyatt,Hyderabad,"Park Hyatt, Hyderabad",4.1,₹3500 for two,"South Indian, Continental",Flat 25% + 25% with Bank Offers,False,False
Holy Basil,Hyderabad,"Radisson Blu Plaza Hotel, Hyderabad",4.5,₹1200 for two,Pan Asian,Flat 30% + 25% with Bank Offers,False,False
Bourbon & Breeze,Hyderabad,"Banjara Hills, Hyderabad",4.1,₹1500 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Hard Rock Cafe,Hyderabad,"GVK One Mall, Banjara Hills",4.2,₹1800 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
La Pino'z Pizza,Hyderabad,"Road No. 12, Banjara Hills, Hyderabad",4.6,₹400 for two,"Italian, Pizza",50% off,False,False
Lemerian Workin Cafe,Hyderabad,"Road No. 12, Banjara Hills, Hyderabad",5.0,₹800 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Ohri's Eatmor,Hyderabad,"Banjara Hills, Hyderabad",3.8,₹1200 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Pakka Local,Hyderabad,"Road No. 7, Banjara Hills, Hyderabad",4.3,₹1200 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Rium Cafe,Hyderabad,"Banjara Hills, Hyderabad",3.2,₹1200 for two,"Chinese, Continental",25% Off :Payeazy,False,False
Amyra Cafe & Kitchen,Hyderabad,"Banjara Hills, Hyderabad",4.0,₹700 for two,North Indian,Flat 50% + 25% with Bank Offers,False,False
Kasuall,Hyderabad,"Somajiguda, Hyderabad",3.5,₹1200 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Chef Inam's Steak House,Hyderabad,"Banjara Hills, Hyderabad",5.0,₹1800 for two,"American, Barbeque",Flat 50% + 25% with Bank Offers,False,False
ZYTHUM Brewing Co.,Hyderabad,"Jubilee Hills, Hyderabad",4.5,₹2500 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
The Octagon Cafe,Hyderabad,"Banjara Hills, Hyderabad",4.0,₹1600 for two,European,50% off,False,False
Flurys,Hyderabad,"Road No. 7, Banjara Hills, Hyderabad",5.0,₹1000 for two,Bakery,Flat 10% + 25% with Bank Offers,False,False
Alfi's Kitchen,Hyderabad,"Banjara Hills, Hyderabad",4.0,₹300 for two,Bakery,Flat 10% + 25% with Bank Offers,False,False
Hydrate The Bar,Hyderabad,"Hampshire Plaza Hotel, Hyderabad",4.0,₹1100 for two,"Finger Food, Cocktail Menu",Flat 10% + 25% with Bank Offers,False,False
Ohri's Cake Nation,Hyderabad,"Banjara Hills, Hyderabad",1.0,₹800 for two,Bakery,Flat 20% + 25% with Bank Offers,False,False
Harry's The Pub,Hyderabad,"Aditya Park, Hyderabad",4.8,₹1400 for two,"Finger Food, Cocktail Menu",Flat 10% + 25% with Bank Offers,False,False
Cayenne,Hyderabad,Mercure Hyderabad KCP,4.3,₹2000 for two,Multicuisine,Flat 35% + 25% with Bank Offers,False,False
Paneer palace Fine Dine Restaurant,Hyderabad,"Banjara Hills, Hyderabad",4.0,₹800 for two,"North Indian, Chinese",Flat 40% + 25% with Bank Offers,False,False
Kuchipudi,Hyderabad,"Katriya Hotels, Hyderabad",3.8,₹1000 for two,South Indian,Flat 10% + 25% with Bank Offers,False,False
Blu Café Lounge,Hyderabad,"Radisson Blu Plaza Hotel, Hyderabad",4.3,₹900 for two,"Bakery, Cafe",50% off,False,False
Aish,Hyderabad,"The Park, Hyderabad",4.0,₹2400 for two,"Indian, South Indian",25% Off :Payeazy,False,False
Insomnia,Hyderabad,"Road No. 36, Jubilee Hills, Hyderabad",4.0,₹1500 for two,"Finger Food, Cocktail Menu",Flat 30% + 25% with Bank Offers,False,False
Rasa by Ashoka,Hyderabad,"Best Western Ashoka, Hyderabad",4.6,₹1500 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
The Waterfront Bar & Grill,Hyderabad,"Necklace Road, Hyderabad",3.5,₹1200 for two,"Indian, Chinese",Flat 25% + 25% with Bank Offers,False,False
Verandah,Hyderabad,"The Park, Hyderabad",4.5,₹2500 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Zouq,Hyderabad,"Road No. 2, Banjara Hills, Hyderabad",4.0,₹600 for two,Turkish,Flat 35% + 25% with Bank Offers,False,False
Wow! China Bistro,Hyderabad,"Banjara Hills, Hyderabad",1.0,₹600 for two,Chinese,Flat 10% + 25% with Bank Offers,False,False
Rayalaseema Ruchulu,Hyderabad,"Ameerpet, Hyderabad",4.5,₹800 for two,"Andhra, South Indian",25% Off :Payeazy,False,False
The Chocolate Room,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,₹500 for two,Bakery,Flat 35% + 25% with Bank Offers,False,False
Essence,Ahmedabad,"Crowne Plaza, Ahmedabad",4.5,₹2000 for two,"Indian, North Indian",Flat 20% + 25% with Bank Offers,False,False
South Leaf - The Food Chain,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.5,₹900 for two,South Indian,Flat 15% + 25% with Bank Offers,False,False
Bella Aroma,Ahmedabad,"Crowne Plaza, Ahmedabad",4.6,₹700 for two,Cafe,Flat 30% + 25% with Bank Offers,False,False
Khichdi,Ahmedabad,"Prahlad Nagar, West Ahmedabad",1.0,₹700 for two,Indian,Flat 25% + 25% with Bank Offers,False,False
Sundew,Ahmedabad,"Hotel Ramada, Ahmedabad",4.4,₹1400 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
The Shaka Cafe,Ahmedabad,"Prahlad Nagar, West Ahmedabad",3.9,₹1000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
La Milano Pizzeria,Ahmedabad,"Prahlad Nagar, West Ahmedabad",2.5,₹500 for two,Pizza,Flat 25% + 25% with Bank Offers,False,False
Sphere Lounge,Ahmedabad,"Hotel Ramada, Ahmedabad",4.2,₹900 for two,"Continental, Indian",Flat 10% + 25% with Bank Offers,False,False
Amritsar Haveli,Ahmedabad,"Prahlad Nagar, West Ahmedabad",3.3,₹1100 for two,Multicuisine,Flat 50% + 25% with Bank Offers,False,False
Barbeque Nation,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.5,₹2100 for two,Multicuisine,25% Off :Payeazy,False,False
Grill Kitchen,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.4,₹1000 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
Salad Time,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.2,₹500 for two,"Healthy Food, Salad",Flat 20% + 25% with Bank Offers,False,False
Atrangi - The Modern Indian Kitchen,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,₹1200 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
1944 The Hocco Kitchen,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,₹1000 for two,North Indian,Flat 10% + 25% with Bank Offers,False,False
Express Cafe,Ahmedabad,Holiday Inn Express Ahmedabad Prahlad Nagar,4.1,₹600 for two,Multicuisine,Flat 25% + 25% with Bank Offers,False,False
Devi Coffee Day,Ahmedabad,"Satellite, West Ahmedabad",4.5,₹600 for two,"Cafe, Fast Food",Flat 15% + 25% with Bank Offers,False,False
SambharSa,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,₹400 for two,Multicuisine,25% Off :Payeazy,False,False
Kitcha: Together We Eat,Ahmedabad,"Prahlad Nagar, West Ahmedabad",5.0,₹800 for two,Multicuisine,Flat 15% + 25% with Bank Offers,False,False
Topspin,Ahmedabad,"Devarc Mall, Ramdev Nagar",3.8,₹1200 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Numeron,Ahmedabad,"Bodakdev, West Ahmedabad",4.4,₹1100 for two,"North Indian, Italian, Chinese",Flat 30% + 25% with Bank Offers,False,False
No Great Shakes,Ahmedabad,"Prahlad Nagar, West Ahmedabad",1.0,₹600 for two,Multicuisine,Flat 20% + 25% with Bank Offers,False,False
Fayrouz,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.8,₹800 for two,Multicuisine,Flat 10% + 25% with Bank Offers,False,False
U boat Gourmet Subs,Ahmedabad,"Prahlad Nagar, West Ahmedabad",4.0,₹400 for two,Healthy Food,Flat 10% + 25% with Bank Offers,False,False
