restaurant_name,city,area,rating,cost_for_two_in_rupees,cuisine,discount,book_table,walkin_available
The Breevity Cafe,Chandigarh-Tricity,"Sector 18, Chandigarh",4.0,1000.0,Cafe,15,False,False
Dialogue Cafe,Chandigarh-Tricity,"Sector 35, Chandigarh",4.1,900.0,"Beverages, Cafe",20,False,False
Rhapsody,Chandigarh-Tricity,"Sector 17, Chandigarh",5.0,1600.0,Multicuisine,25,False,False
Wild Thyme,Chandigarh-Tricity,"Sector 7, Chandigarh",3.1,2100.0,"Italian, Mediterranean, Continental",10,False,False
Avra x  dochi pizzeria,Chandigarh-Tricity,"Sector 7, Chandigarh",4.4,1500.0,"Italian, Pizza",50,False,False
Bargain Booze,Chandigarh-Tricity,"Sector 26, Chandigarh",3.7,2000.0,Multicuisine,10,False,False
The Local House,Chandigarh-Tricity,"Sector 26, Chandigarh",5.0,1500.0,Multicuisine,15,False,False
Bistro 1427,Chandigarh-Tricity,"Sector 5, Panchkula",4.0,900.0,Multicuisine,20,False,False
Ministry of Bar Exchange,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",4.1,1200.0,Multicuisine,20,False,False
Ikk Panjab,Chandigarh-Tricity,"Sector 26, Chandigarh",5.0,2500.0,"Punjabi, North Indian",50,False,False
Brooklyn Central,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",4.8,1500.0,American,10,False,False
Ketliwala,Chandigarh-Tricity,"Sector 22, Chandigarh",5.0,800.0,Street Food,15,False,False
The Cafe @ JW,Chandigarh-Tricity,"JW Marriott, Chandigarh",4.3,3500.0,Multicuisine,15,False,False
Deluxe Dhaba,Chandigarh-Tricity,"Sector 28, Chandigarh",4.0,600.0,Multicuisine,50,False,False
Cafe Olio,Chandigarh-Tricity,"Sector 35, Chandigarh",5.0,1500.0,"Cafe, Multicuisine",20,False,False
Seville Bar and Lounge,Chandigarh-Tricity,"Sector 26, Chandigarh",4.9,2500.0,Multicuisine,15,False,False
United Coffee House,Chandigarh-Tricity,"Elante Mall, Chandigarh Industrial Area",4.5,1200.0,Multicuisine,20,False,False
Stage,Chandigarh-Tricity,"Hyatt Regency, Chandigarh",4.6,1500.0,Finger Food,25,False,False
The G.T. Road,Chandigarh-Tricity,"Sector 26, Chandigarh",4.4,2400.0,Indian,25,False,False
Hard Rock Cafe,Chandigarh-Tricity,"Sector 26, Chandigarh",3.9,1500.0,"Finger Food, Cocktail Menu",10,False,False
Saffron,Chandigarh-Tricity,"JW Marriott, Chandigarh",4.2,3000.0,North Indian,20,False,False
Chawla's 2,Chandigarh-Tricity,"Sector 22, Chandigarh",1.0,1400.0,Indian,30,False,False
Xero Degrees,Chandigarh-Tricity,"Sector 35, Chandigarh",4.2,800.0,"Beverages, Fast Food, Cafe",50,False,False
Komo House,Chandigarh-Tricity,"Sector 7, Chandigarh",4.0,1500.0,Multicuisine,10,False,False
Beyon,Chandigarh-Tricity,"Sector 26, Chandigarh",4.0,1500.0,Multicuisine,10,False,False
Purple Frog,Chandigarh-Tricity,"Sector 9, Panchkula",4.0,1200.0,"Cafe, Cocktail Menu",15,False,False
Sip & Stories - Premium BYOB,Chandigarh-Tricity,"Sector 7, Chandigarh",4.0,1500.0,Multicuisine,20,False,False
Refections Cafe,Chandigarh-Tricity,"Sector 35, Chandigarh",4.0,1500.0,"North Indian, Chinese, Multicuisine",15,False,False
Talez Patisserie & Kitchen,Chandigarh-Tricity,"Sector 26, Chandigarh",4.6,1500.0,Multicuisine,25,False,False
Tatami,Chandigarh-Tricity,"Sector 7, Chandigarh",4.1,1500.0,Japanese,10,False,False
Cafe De Piccolo,Chandigarh-Tricity,"Sector 9, Chandigarh",5.0,1200.0,Italian,20,False,False
Backyard Restaurant & Bar,Goa,"Calangute, North Goa",5.0,1500.0,Multicuisine,10,False,False
Bharat Bar & Restaurant,Goa,"Baga, North Goa",4.0,800.0,Multicuisine,25,False,False
Jazz Bistro,Goa,"Calangute Baga Road, Goa",4.7,1000.0,Multicuisine,25,False,False
Café De Port By Radisson Resort Goa Baga,Goa,"Arpora, North Goa",4.9,2200.0,Multicuisine,30,False,False
Souza Lobo - Since 1932,Goa,"Calangute, North Goa",4.3,1300.0,Goan,25,False,False
Krishna Bar & Restaurant,Goa,"Calangute, North Goa",4.0,550.0,Multicuisine,15,False,False
Tom's Resto By The Beach,Goa,"Calangute, North Goa",5.0,1000.0,Multicuisine,10,False,False
BunnyKins Cafe,Goa,"Calangute, North Goa",4.0,900.0,Multicuisine,10,False,False
Elrow Ocean Front,Goa,"Calangute Baga Road, Goa",2.8,2000.0,Asian,25,False,False
Cafe Fika,Goa,"Panaji, North Goa",5.0,1000.0,Cafe,30,False,False
One Calangute,Goa,"Calangute, North Goa",3.8,1000.0,Multicuisine,10,False,False
Beans & Bistro,Goa,"Calangute, North Goa",4.0,400.0,"Cafe, Coffee",10,False,False
Oceana Restaurant,Goa,"Calangute, North Goa",4.0,1000.0,"Indian, Continental",10,False,False
Bloom Cafe,Goa,"Bloom Hotel ,Calangute",4.0,1200.0,Multicuisine,25,False,False
GROK,Goa,Hyatt Centric Candolim Goa,4.2,1200.0,Goan,35,False,False
Just Lobo's,Goa,"Calangute, North Goa",4.7,1000.0,"Goan, Multicuisine",20,False,False
Pepper Bar and Restaurant,Goa,"Le Seasons Resort, Goa",4.0,1200.0,Multicuisine,50,False,False
Peace,Goa,The Park Calangute Goa,4.4,1500.0,Multicuisine,25,False,False
Palms n Sands,Goa,"Candolim, North Goa",4.4,2000.0,Multicuisine,25,False,False
Aur Jalsa,Goa,"Calangute Baga Road, Goa",3.0,4500.0,"Indian, Rajasthani",20,False,False
Kava - Fairfield by Marriott Calangute,Goa,Fairfield by Marriott Goa Calangute,5.0,1000.0,Multicuisine,25,False,False
You & Me,Goa,"Baga, North Goa",4.0,900.0,Multicuisine,25,False,False
The Square,Goa,Novotel Goa Shrem Hotel,5.0,2000.0,Multicuisine,25,False,False
Cafe De Port - Alfresco,Goa,"Arpora, North Goa",5.0,2200.0,Multicuisine,25,False,False
Bar Asia,Goa,Novotel Goa Shrem Hotel,5.0,1500.0,Finger Food,25,False,False
Raeeth,Goa,"Ozran Beach Road , Goa",3.2,1500.0,Mediterranean,10,False,False
Spice It,Goa,"ibis, Calangute, Goa",5.0,1000.0,Multicuisine,15,False,False
Novu Rooftop Dining,Goa,"Fort Aguada Rd, Candolim, North Goa",4.7,1200.0,Multicuisine,35,False,False
Sessions,Goa,Hard Rock Hotel Goa,4.7,2000.0,"Indian, Beverages",10,False,False
The Fisherman's Wharf,Goa,"Calangute, North Goa",4.2,1100.0,Goan,25,False,False
De Little Goa,Goa,"Calangute, North Goa",5.0,1500.0,Indian,15,False,False
Hibiscus,Goa,"Arpora, North Goa",1.0,1000.0,Multicuisine,35,False,False
Spice Mantraa,Goa,"Candolim, North Goa",4.6,1200.0,Multicuisine,25,False,False
Saipe,Goa,Hilton Goa Resort,5.0,2400.0,Multicuisine,35,False,False
Rio Cafe Bar,Goa,"Calangute, North Goa",4.8,1000.0,Continental,25,False,False
The Market,Goa,"The Westin,Goa",4.5,3000.0,Multicuisine,25,False,False
Sizzler House,Goa,"Anjuna Vagator Road, Goa",5.0,700.0,Multicuisine,25,False,False
Zodiac - All Day Dining Benaulim,Goa,"Fortune Resort Benaulim, Goa by ITC",4.0,1100.0,"Seafood, Multicuisine",25,False,False
Comida,Goa,DoubleTree by Hilton Goa - Panaji,4.4,1500.0,Multicuisine,40,False,False
CHY Lounge & Bar,Goa,Novotel Goa Resorts & Spa,4.0,1200.0,Finger Food,25,False,False
Julep,Goa,"Calangute Baga Road, Goa",4.0,2500.0,Multicuisine,25,False,False
Samudra Family Restaurant & Bar,Goa,"Calangute, North Goa",5.0,500.0,South Indian,10,False,False
The Little Place,Goa,"Candolim, North Goa",4.0,600.0,Cafe,15,False,False
Pickled Mango,Goa,"Bardez, North Goa",5.0,1600.0,Multicuisine,25,False,False
Casita Multi-Cuisine Restaurant,Goa,"Bardez, North Goa",4.0,1500.0,Multicuisine,10,False,False
INOX,Indore,"Sapna Sangeeta Mall, Indore",4.0,500.0,Fast Food,50,False,False
Aarambh,Indore,"Snehnagar, Indore",3.0,700.0,Indian,25,False,False
Kava,Indore,Fairfield By Marriott,4.7,1500.0,Multicuisine,20,False,False
11:11 Coffee,Indore,"South Tukoganj, Indore",4.5,600.0,"Desserts, Coffee",50,False,False
Trikaay Delight,Indore,"South Tukoganj, Indore",4.2,1000.0,Multicuisine,20,False,False
Coriander Leaf Restaurant,Indore,"Ratlam Kothi, Indore",4.6,800.0,Multicuisine,50,False,False
H3 Cafe,Indore,Indore,5.0,600.0,Multicuisine,20,False,False
Around the Block,Indore,"South Tukoganj, Indore",5.0,700.0,Multicuisine,20,False,False
The Monroe Cafe,Indore,"New Palasia, Indore",3.4,1050.0,Multicuisine,10,False,False
Barbeque Nation,Indore,"South Tukoganj, Indore",4.4,,₹1800 for two,50,False,False
Mama Loca,Indore,Mediterranean,2.0,,₹1000 for two,25,False,False
S Cafe,Indore,Multicuisine,4.0,,₹3000 for two,20,False,False
Makhanwala - Modern Indian Dhaba,Indore,₹400 for two,4.0,,"MR 10 Road, Indore",50,False,False
Punjab Grill,Indore,₹1700 for two,4.0,,"South Tukoganj, Indore",20,False,False
Enigma Rooftop,Indore,₹1200 for two,4.0,,"Bicholi Mardana, Indore",25,False,False
Mangosteen Cafe,Indore,₹1500 for two,5.0,,"Kibe Compound, Indore",25,False,False
Al Karam Kitchens,Indore,₹600 for two,3.0,,"New Palasia, Indore",30,False,False
Spruzzo - The Cocktail garden,Indore,₹700 for two,3.6,1986.0,Biryani Restaurants Near MeBritish Restaurants Near MeBurmese Restaurants Near MeCafe Restaurants Near MeChettinad Restaurants Near MeChinese Restaurants Near MeCoffee and Tea Near MeDesserts Restaurants Near MeDrinks Only Restaurants Near MeEuropean Restaurants Near MeFast Food Restaurants Near MeFinger Food Restaurants Near MeFrench Restaurants Near MeGerman Restaurants Near MeGoan Restaurants Near MeGreek Restaurants Near MeGujarati Restaurants Near MeHealthy Food Restaurants Near MeHyderabadi Restaurants Near MeIce Cream Near Me,15,False,False
Biryani By Kilo,Indore,Indore,4.5,700.0,Biryani,50,False,False
Gol Roti Restaurant and Cafe,Indore,"Patel Nagar, Indore",5.0,500.0,Multicuisine,25,False,False
Ohlio Gourmet Cafe & Bar,Indore,"AB Road, Indore",3.7,2000.0,Multicuisine,20,False,False
Tiffin,Indore,"Hotel Winway, RNT Marg",2.5,1000.0,Multicuisine,30,False,False
Tandoor Bar and Restaurant,Indore,"Scheme No 54, Indore",4.0,800.0,Multicuisine,25,False,False
Veg Bites Cafe & Restaurant,Indore,"Snehnagar, Indore",4.0,400.0,"Coffee, Fast Food",15,False,False
Chill by Sarovar Portico,Indore,Sarovar Portico Hotel Indore,2.0,1600.0,Multicuisine,10,False,False
Jeeman by Kitchen Ministry,Indore,"South Tukoganj, Indore",4.0,600.0,Multicuisine,20,False,False
Kabelo Veg Barbecues,Indore,"AB Road, Indore",4.3,1500.0,Multicuisine,20,False,False
Wow! China,Indore,"Treasure Island Mall, South Tukoganj",5.0,600.0,Chinese,50,False,False
Wow! Momo,Indore,"Chappan Market, Indore",4.0,400.0,Momos,15,False,False
Nomadic By Firangi,Indore,"Vijay Nagar, Indore",5.0,1500.0,Multicuisine,15,False,False
Alba bistro,Indore,"Vijay Nagar, Indore",4.2,600.0,Multicuisine,50,False,False
Sukoon Rooftop by the Tripti,Indore,"The Tripti Hotel,Indore",4.0,1000.0,North Indian,20,False,False
Tyger Tyger,Indore,"Scheme 94, Indore",3.9,1000.0,Pan Asian,30,False,False
Pincode by Kunal Kapur,Indore,"Niranjanpur, Indore",4.0,1800.0,Multicuisine,40,False,False
The Roof,Indore,"Hotel Kanchan Tilak, Indore",4.0,1000.0,"Asian, Indian",10,False,False
Citrus Cafe,Indore,"Lemon Tree Hotel, indore",4.4,1200.0,Multicuisine,15,False,False
Slounge,Indore,"Lemon Tree Hotel, indore",4.9,2000.0,Cocktail Menu,50,False,False
Lite Meal Cafe & Restaurant,Indore,"New Palasia, Indore",4.0,300.0,Cafe,25,False,False
Asia Seven,Indore,"Treasure Island Mall, South Tukoganj",4.0,400.0,Asian,10,False,False
Street Foods By Punjab Grill,Indore,"South Tukoganj, Indore",4.0,800.0,"Chinese, Fast Food, North Indian",10,False,False
Uncle Peter's Pancakes,Indore,Geeta Bhavan,4.0,400.0,"Finger Food, American",10,False,False
Bon Bon,Indore,"Hotel Kanchan Tilak, Indore",4.0,800.0,Multicuisine,10,False,False
Ubud,Indore,"By Pass Road (North), Indore",4.0,1500.0,Multicuisine,30,False,False
Mithya Club,Indore,"Vijay Nagar, Indore",4.0,1200.0,Multicuisine,25,False,False
Manbhavan Premium Thali,Indore,"Hotel Princes' Palace, Indore",1.0,1000.0,Rajasthani,50,False,False
Myz-Uno Brew Pub,Visakhapatnam,"Siripuram, Visakhapatnam",4.3,1400.0,Multicuisine,50,False,False
Eatery,Visakhapatnam,Four Points by Sheraton Visakhapatnam,4.2,1000.0,Multicuisine,35,False,False
AB's - Absolute Barbecues,Visakhapatnam,Visakhapatnam,4.4,1800.0,"Multicuisine, Barbeque",20,False,False
Barkaas Arabic Restaurant,Visakhapatnam,"Dwarka Nagar, Visakhapatnam",3.9,600.0,"Arabian, Biryani",25,False,False
The Square,Visakhapatnam,Novotel Varun Beach Visakhapatnam,4.3,3000.0,Multicuisine,20,False,False
Varun's Eat (Varun Beach Inox),Visakhapatnam,"Maharani Peta, Visakhapatnam",4.3,900.0,Multicuisine,25,False,False
Gypsy Resto Cafe,Visakhapatnam,"Sagar Nagar, Visakhapatnam",4.2,600.0,Multicuisine,15,False,False
